company,dt,fund,house,lines,lo_line,hi_line,balance,val_usd,net_assets,SERIES_ID,REGISTRANT_NAME,own_pps,one_price,n_houses,n_funds,spread_pct,consensus_pps,house_pps,repriced_usd,wedge_usd,wedge_bps,own_vs_consensus_pct,position_pct_of_nav
NM:1STDIBS,2020-03-31,S000002079,T. Rowe Price,1,3.708098214285714,3.708098214285714,1120.0,4153.07,156394868.05,S000002079,"T. ROWE PRICE EQUITY SERIES, INC.",3.708098214285714,True,2,5,4.06195763691386e-06,3.7080999221287145,3.7080999974394366,4153.07191278416,-0.001912784160595038,-1.223047907162474e-07,-4.605709220673049e-05,0.0026555027359799607
NM:1STDIBS,2020-03-31,S000002094,T. Rowe Price,1,3.7081000003800417,3.7081000003800417,526258.0,1951417.29,3936427417.15,S000002094,"T. ROWE PRICE INSTITUTIONAL EQUITY FUNDS, INC.",3.7081000003800417,True,2,5,4.06195763691386e-06,3.7080999221287145,3.7080999974394366,1951417.2488196131,0.04118038690648973,1.0461360655877305e-07,2.110280972189571e-06,0.04957330805842317
NM:1STDIBS,2020-03-31,S000002106,T. Rowe Price,1,3.708099999299544,3.708099999299544,5282277.0,19587211.34,23393755206.12,S000002106,"T. ROWE PRICE NEW HORIZONS FUND, INC.",3.7080999992995443,True,2,5,4.06195763691386e-06,3.7080999221287145,3.7080999974394366,19587210.9323623,0.40763770043849945,1.7425064802416078e-07,2.0811421252986406e-06,0.08372837608763138
NM:1STDIBS,2020-03-31,S000002120,T. Rowe Price,1,3.708099995579329,3.708099995579329,1063187.0,3942403.71,7222656774.13,S000002120,"T. ROWE PRICE SMALL-CAP STOCK FUND, INC.",3.708099995579329,True,2,5,4.06195763691386e-06,3.7080999221287145,3.7080999974394366,3942403.6319082617,0.0780917382799089,1.0812051676000536e-07,1.980815400592917e-06,0.05458384405196769
NM:1STDIBS,2020-03-31,S000061111,MassMutual,1,3.708099846817992,3.708099846817992,28724.0,106511.46,553219709.33,S000061111,MASSMUTUAL SELECT FUNDS,3.708099846817992,True,2,5,4.06195763691386e-06,3.7080999221287145,3.708099846817992,106511.4621632252,-0.00216322518826928,-3.910246059181703e-08,-2.0309787851502392e-06,0.01925301253800144
NM:1STDIBS,2020-06-30,S000002079,T. Rowe Price,1,4.67,4.67,1120.0,5230.4,176483373.72,S000002079,"T. ROWE PRICE EQUITY SERIES, INC.",4.67,True,2,5,0.0,4.67,4.67,5230.4,0.0,0.0,0.0,0.0029636786116171484
NM:1STDIBS,2020-06-30,S000002094,T. Rowe Price,1,4.67,4.67,526258.0,2457624.86,4708463751.33,S000002094,"T. Rowe Price Equity Funds, Inc.",4.67,True,2,5,0.0,4.67,4.67,2457624.86,0.0,0.0,0.0,0.05219589636440961
NM:1STDIBS,2020-06-30,S000002106,T. Rowe Price,1,4.67,4.67,5282277.0,24668233.59,32183679609.35,S000002106,"T. ROWE PRICE NEW HORIZONS FUND, INC.",4.67,True,2,5,0.0,4.67,4.67,24668233.59,0.0,0.0,0.0,0.07664826983560136
NM:1STDIBS,2020-06-30,S000002120,T. Rowe Price,1,4.67,4.67,1063187.0,4965083.29,8898217094.9,S000002120,"T. ROWE PRICE SMALL-CAP STOCK FUND, INC.",4.67,True,2,5,0.0,4.67,4.67,4965083.29,0.0,0.0,0.0,0.05579863063630725
NM:1STDIBS,2020-06-30,S000061111,MassMutual,1,4.67,4.67,28724.0,134141.08,710137872.1,S000061111,MASSMUTUAL SELECT FUNDS,4.67,True,2,5,0.0,4.67,4.67,134141.08,0.0,0.0,0.0,0.01888944179294673
NM:1STDIBS,2020-09-30,S000002079,T. Rowe Price,1,4.67,4.67,1120.0,5230.4,184793257.76,S000002079,"T. ROWE PRICE EQUITY SERIES, INC.",4.67,True,2,5,0.0,4.67,4.67,5230.4,0.0,0.0,0.0,0.0028304062947972783
NM:1STDIBS,2020-09-30,S000002094,T. Rowe Price,1,4.67,4.67,526258.0,2457624.86,5037291145.1,S000002094,"T. Rowe Price Equity Funds, Inc.",4.67,True,2,5,0.0,4.67,4.67,2457624.86,0.0,0.0,0.0,0.048788620494780055
NM:1STDIBS,2020-09-30,S000002106,T. Rowe Price,1,4.67,4.67,5282277.0,24668233.59,34281589032.06,S000002106,"T. ROWE PRICE NEW HORIZONS FUND, INC.",4.67,True,2,5,0.0,4.67,4.67,24668233.59,0.0,0.0,0.0,0.07195767257734281
NM:1STDIBS,2020-09-30,S000002120,T. Rowe Price,1,4.67,4.67,1063187.0,4965083.29,9368295245.11,S000002120,"T. ROWE PRICE SMALL-CAP STOCK FUND, INC.",4.67,True,2,5,0.0,4.67,4.67,4965083.29,0.0,0.0,0.0,0.05299879177688855
NM:1STDIBS,2020-09-30,S000061111,MassMutual,1,4.67,4.67,28724.0,134141.08,747317851.52,S000061111,MASSMUTUAL SELECT FUNDS,4.67,True,2,5,0.0,4.67,4.67,134141.08,0.0,0.0,0.0,0.017949668902885837
NM:1STDIBS,2020-12-31,S000002079,T. Rowe Price,1,8.31,8.31,1120.0,9307.2,201056977.42,S000002079,"T. ROWE PRICE EQUITY SERIES, INC.",8.31,True,2,5,0.0,8.31,8.31,9307.2,0.0,0.0,0.0,0.0046291355412936665
NM:1STDIBS,2020-12-31,S000002094,T. Rowe Price,1,8.31,8.31,526258.0,4373203.98,6163485733.97,S000002094,"T. Rowe Price Equity Funds, Inc.",8.31,True,2,5,0.0,8.31,8.31,4373203.98,0.0,0.0,0.0,0.07095342098217448
NM:1STDIBS,2020-12-31,S000002106,T. Rowe Price,1,8.309999999999999,8.309999999999999,5282277.0,43895721.87,39017248727.27,S000002106,"T. ROWE PRICE NEW HORIZONS FUND, INC.",8.309999999999999,True,2,5,0.0,8.31,8.31,43895721.870000005,-7.450580596923828e-09,-1.909560730179434e-15,-2.220446049250313e-14,0.1125033755630246
NM:1STDIBS,2020-12-31,S000002120,T. Rowe Price,1,8.31,8.31,1063187.0,8835083.97,11360102826.0,S000002120,"T. ROWE PRICE SMALL-CAP STOCK FUND, INC.",8.31,True,2,5,0.0,8.31,8.31,8835083.97,0.0,0.0,0.0,0.07777292252829826
NM:1STDIBS,2020-12-31,S000061111,MassMutual,1,8.31,8.31,28724.0,238696.44,901716938.87,S000061111,MASSMUTUAL SELECT FUNDS,8.31,True,2,5,0.0,8.31,8.31,238696.44,0.0,0.0,0.0,0.026471327055153916
NM:1STDIBS,2021-03-31,S000002079,T. Rowe Price,1,8.31,8.31,1120.0,9307.2,198735122.51,S000002079,"T. ROWE PRICE EQUITY SERIES, INC.",8.31,True,2,5,0.0,8.31,8.31,9307.2,0.0,0.0,0.0,0.004683218488232587
NM:1STDIBS,2021-03-31,S000002094,T. Rowe Price,1,8.31,8.31,526258.0,4373203.98,6772148321.94,S000002094,"T. Rowe Price Equity Funds, Inc.",8.31,True,2,5,0.0,8.31,8.31,4373203.98,0.0,0.0,0.0,0.06457631717592417
NM:1STDIBS,2021-03-31,S000002106,T. Rowe Price,1,8.309999999999999,8.309999999999999,5282277.0,43895721.87,37504730708.98,S000002106,"T. ROWE PRICE NEW HORIZONS FUND, INC.",8.309999999999999,True,2,5,0.0,8.31,8.31,43895721.870000005,-7.450580596923828e-09,-1.9865708821473785e-15,-2.220446049250313e-14,0.11704049339964934
NM:1STDIBS,2021-03-31,S000002120,T. Rowe Price,1,8.31,8.31,1063187.0,8835083.97,11659647534.98,S000002120,"T. ROWE PRICE SMALL-CAP STOCK FUND, INC.",8.31,True,2,5,0.0,8.31,8.31,8835083.97,0.0,0.0,0.0,0.07577488035975315
