company,security,acquired,acquired_last,lots_spanned,cost,value,markup_pct,shares,in_thousands,doc,cost_per_share,mark_per_share,filer,cik,adsh,form,file_date,period
Databricks,"Databricks, Inc.*(a)(b)(d)",9/23/22,9/23/22,1,400000.0,2285400.0,471.34999999999997,27922.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390024029849/ea0200726-01_ncsrs.htm,14.32562137382709,81.84943771936108,Ark Venture Fund  (CIK 0001905088),0001905088,0001213900-24-029849,N-CSRS,2024-04-03,2024-01-31
Databricks,"Databricks, Inc.*(a)(b)(d)",9/23/22,9/23/22,1,400000.0,2582800.0,545.6999999999999,27992.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390025029197/ea0233699-01_ncsrs.htm,14.289797084881394,92.26921977707917,ARK Venture Fund  (CIK 0001905088),0001905088,0001213900-25-029197,N-CSRS,2025-04-07,2025-01-31
Databricks,"Databricks, Inc., - Series  F",10/22/2019,10/22/2019,1,1050475.0,5393209.0,413.4066969704182,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465924097400/tm2421797d7_ncsrs.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-24-097400,N-CSRS,2024-09-05,2024-06-30
Databricks,"Databricks, Inc., - Series  G",2/1/2021,2/1/2021,1,467542.0,581238.0,24.317815297876976,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465924097400/tm2421797d7_ncsrs.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-24-097400,N-CSRS,2024-09-05,2024-06-30
Databricks,"Databricks, Inc., Class L, preferred shares (a)(b)",12/16/2025,12/16/2025,1,121999000.0,114390000.0,-6.236936368330892,,True,https://www.sec.gov/Archives/edgar/data/44201/000119312526195253/8dea0ac98b6ba57.htm,,,GROWTH FUND OF AMERICA  (CIK 0000044201),0000044201,0001193125-26-195253,N-CSRS,2026-04-30,2026-02-28
Databricks,"Databricks, Inc., Class L, preferred shares (a)(b)",12/16/2025,12/16/2025,1,166687000.0,156291000.0,-6.236839105629111,,True,https://www.sec.gov/Archives/edgar/data/4405/000119312526195248/8dea4a184edb32c.htm,,,AMCAP FUND  (CIK 0000004405),0000004405,0001193125-26-195248,N-CSR,2026-04-30,2026-02-28
Databricks,"Databricks, Inc., Series F",10/22/2019,10/22/2019,1,72153.0,278678.0,286.23203470403166,1680.0,False,https://www.sec.gov/Archives/edgar/data/1003239/000110465922069195/tm228187d1_ncsr.htm,42.948214285714286,165.8797619047619,SEASONS SERIES TRUST  (CIK 0001003239),0001003239,0001104659-22-069195,N-CSR,2022-06-08,2022-03-31
Databricks,"Databricks, Inc., Series F",10/22/2019,10/22/2019,1,1050475.0,1050475.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465920030730/tm209668d7_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-20-030730,N-CSR,2020-03-09,2019-12-31
Databricks,"Databricks, Inc., Series F",10/22/2019,10/22/2019,1,1050475.0,1050475.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465920102959/tm2026033d17_ncsrs.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-20-102959,N-CSRS,2020-09-08,2020-06-30
Databricks,"Databricks, Inc., Series F",10/22/2019,10/22/2019,1,1050475.0,1174032.0,11.762012422951518,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465921033958/tm211583d16_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-21-033958,N-CSR,2021-03-10,2020-12-31
Databricks,"Databricks, Inc., Series F",10/22/2019,10/22/2019,1,1050475.0,4057259.0,286.23089554725243,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465922096860/tm2220910d16_ncsrs.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-22-096860,N-CSRS,2022-09-01,2022-06-30
Databricks,"Databricks, Inc., Series F",10/22/2019,10/22/2019,1,1050475.0,4338241.0,312.97898569694655,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465921112302/tm2121336d13_ncsrs.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-21-112302,N-CSRS,2021-09-02,2021-06-30
Databricks,"Databricks, Inc., Series F",10/22/2019,10/22/2019,1,1050475.0,4402620.0,319.1075465860682,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465923029955/tm232302d16_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-23-029955,N-CSR,2023-03-08,2022-12-31
Databricks,"Databricks, Inc., Series F",10/22/2019,10/22/2019,1,1050475.0,5392045.0,413.2958899545444,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465922030433/tm222386d16_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-22-030433,N-CSR,2022-03-04,2021-12-31
Databricks,"Databricks, Inc., Series G",02/01/2021,02/01/2021,1,17737.0,22045.0,24.288211084174314,100.0,False,https://www.sec.gov/Archives/edgar/data/892538/000119312522100273/d261779dncsr.htm,177.37,220.45,SUNAMERICA SERIES TRUST  (CIK 0000892538),0000892538,0001193125-22-100273,N-CSR,2022-04-08,2022-01-31
Databricks,"Databricks, Inc., Series G",02/01/2021,02/01/2021,1,28734.0,26873.0,-6.476647873599218,162.0,False,https://www.sec.gov/Archives/edgar/data/1003239/000110465922069195/tm228187d1_ncsr.htm,177.37037037037038,165.8827160493827,SEASONS SERIES TRUST  (CIK 0001003239),0001003239,0001104659-22-069195,N-CSR,2022-06-08,2022-03-31
Databricks,"Databricks, Inc., Series G",2/1/2021,2/1/2021,1,467542.0,437260.0,-6.476851277532281,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465922096860/tm2220910d16_ncsrs.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-22-096860,N-CSRS,2022-09-01,2022-06-30
Databricks,"Databricks, Inc., Series G",2/1/2021,2/1/2021,1,467542.0,467542.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465921112302/tm2121336d13_ncsrs.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-21-112302,N-CSRS,2021-09-02,2021-06-30
Databricks,"Databricks, Inc., Series G",2/1/2021,2/1/2021,1,467542.0,474480.0,1.4839308554097874,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465923029955/tm232302d16_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-23-029955,N-CSR,2023-03-08,2022-12-31
Databricks,"Databricks, Inc., Series G",2/1/2021,2/1/2021,1,467542.0,581113.0,24.291079731874365,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465922030433/tm222386d16_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-22-030433,N-CSR,2022-03-04,2021-12-31
Databricks,"Databricks, Inc., Series H",08/31/2021,08/31/2021,1,63050.0,63050.0,0.0,286.0,False,https://www.sec.gov/Archives/edgar/data/892538/000119312522100273/d261779dncsr.htm,220.45454545454547,220.45454545454547,SUNAMERICA SERIES TRUST  (CIK 0000892538),0000892538,0001193125-22-100273,N-CSR,2022-04-08,2022-01-31
Databricks,"Databricks, Inc., Series H",08/31/2021,08/31/2021,1,80245.0,60380.0,-24.75543647579288,364.0,False,https://www.sec.gov/Archives/edgar/data/1003239/000110465922069195/tm228187d1_ncsr.htm,220.4532967032967,165.87912087912088,SEASONS SERIES TRUST  (CIK 0001003239),0001003239,0001104659-22-069195,N-CSR,2022-06-08,2022-03-31
Databricks,"Databricks, Inc., Series J, preferred shares (a)(b)",12/17/2024,12/17/2024,1,87413000.0,170969000.0,95.58761282646746,,True,https://www.sec.gov/Archives/edgar/data/719608/000119312526327698/8deec046d418478.htm,,,NEW ECONOMY FUND  (CIK 0000719608),0000719608,0001193125-26-327698,N-CSRS,2026-07-31,2026-05-31
Databricks,"Databricks, Inc., Series J, preferred shares (a)(b)",12/17/2024,12/17/2024,1,207296000.0,399242000.0,92.59512966965113,,True,https://www.sec.gov/Archives/edgar/data/44201/000119312526195253/8dea0ac98b6ba57.htm,,,GROWTH FUND OF AMERICA  (CIK 0000044201),0000044201,0001193125-26-195253,N-CSRS,2026-04-30,2026-02-28
Databricks,"Databricks, Inc., Series J, preferred shares (a)(c)",12/17/2024,12/17/2024,1,87413000.0,170573000.0,95.13459096473065,,True,https://www.sec.gov/Archives/edgar/data/719608/000119312526031021/8de5d4403410d85.htm,,,NEW ECONOMY FUND  (CIK 0000719608),0000719608,0001193125-26-031021,N-CSR,2026-01-30,2025-11-30
Databricks,"Databricks, Inc., Series J, preferred shares (a)(c)(d)",12/17/2024,12/17/2024,1,87413000.0,99698000.0,14.053973665244301,,True,https://www.sec.gov/Archives/edgar/data/719608/000114554925050257/8ddcafa977523b3.htm,,,NEW ECONOMY FUND  (CIK 0000719608),0000719608,0001145549-25-050257,N-CSRS,2025-07-31,2025-05-31
Databricks,"Databricks, Inc., Series J, preferred shares (a)(d)",12/17/2024,12/17/2024,1,207296000.0,319349000.0,54.05458860759494,,True,https://www.sec.gov/Archives/edgar/data/44201/000119312525260203/8de157439e338b7.htm,,,GROWTH FUND OF AMERICA  (CIK 0000044201),0000044201,0001193125-25-260203,N-CSR,2025-10-31,2025-08-31
Databricks,"Databricks, Inc., Series K, preferred shares (a)(b)",9/8/2025,9/8/2025,1,63495000.0,75411000.0,18.76683203401843,,True,https://www.sec.gov/Archives/edgar/data/44201/000119312526195253/8dea0ac98b6ba57.htm,,,GROWTH FUND OF AMERICA  (CIK 0000044201),0000044201,0001193125-26-195253,N-CSRS,2026-04-30,2026-02-28
Databricks,"Databricks, Inc., Series F",10/22/2019,10/22/2019,1,1050475.0,5368261.0,411.031771341536,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465923098122/tm2321466d16_ncsrs.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-23-098122,N-CSRS,2023-09-05,2023-06-30
Databricks,"Databricks, Inc., Series G",02/01/2021,02/01/2021,1,17737.0,17737.0,0.0,100.0,False,https://www.sec.gov/Archives/edgar/data/892538/000119312521295178/d160174dncsrs.htm,177.37,177.37,SUNAMERICA SERIES TRUST  (CIK 0000892538),0000892538,0001193125-21-295178,N-CSRS,2021-10-08,2021-07-31
Databricks,"Databricks, Inc., Series G",2/1/2021,2/1/2021,1,467542.0,578549.0,23.742679802028487,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465923098122/tm2321466d16_ncsrs.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-23-098122,N-CSRS,2023-09-05,2023-06-30
Databricks,"Databricks, Inc., Series K*(a)(b)",9/08/25,9/08/25,1,4999950.0,6333270.0,26.66666666666666,33333.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390026041819/ea0279145-01_ncsrs.htm,150.0,190.0,ARK Venture Fund  (CIK 0001905088),0001905088,0001213900-26-041819,N-CSRS,2026-04-09,2026-01-31
Databricks,"Databricks, Inc., Series L(a)(b)",1/20/26,1/20/26,1,7500060.0,7500060.0,0.0,39474.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390026041819/ea0279145-01_ncsrs.htm,190.0,190.0,ARK Venture Fund  (CIK 0001905088),0001905088,0001213900-26-041819,N-CSRS,2026-04-09,2026-01-31
Databricks,Databricks Inc Series G 0.00%(c),02/01/2021,02/01/2021,1,340724.0,533077.0,56.45419753231356,,False,https://www.sec.gov/Archives/edgar/data/356476/000114554925015755/8dd5785a7706d96.htm,,,"EMPOWER FUNDS, INC.  (CIK 0000356476)",0000356476,0001145549-25-015755,N-CSR,2025-03-03,2024-12-31
Databricks,Databricks Inc Series G 0.00%(c),02/01/2021,02/01/2021,1,340724.0,533077.0,56.45419753231356,,False,https://www.sec.gov/Archives/edgar/data/356476/000114554925052382/8dddea1c043505e.htm,,,"EMPOWER FUNDS, INC.  (CIK 0000356476)",0000356476,0001145549-25-052382,N-CSRS,2025-08-21,2025-06-30
Databricks,Databricks Inc Series G 0.00%(c),02/01/2021,02/01/2021,1,340724.0,1094970.0,221.3656801399373,,False,https://www.sec.gov/Archives/edgar/data/356476/000119312526074648/8de749369a583f4.htm,,,"EMPOWER FUNDS, INC.  (CIK 0000356476)",0000356476,0001193125-26-074648,N-CSR,2026-02-26,2025-12-31
Databricks,IPPE Co Invest Databricks DE L.P,4/30/2025,4/30/2025,1,4243031.0,8876590.0,109.2039864898465,,False,https://www.sec.gov/Archives/edgar/data/2071525/000121390026066757/ea0289318-01_ncsr.htm,,,Pre-IPO & Growth Fund  (CIK 0002071525),0002071525,0001213900-26-066757,N-CSR,2026-06-09,2026-03-31
Databricks,IPPE Co Invest Databricks DE L.P,4/30/2025,4/30/2025,1,4243031.0,8876590.0,109.2039864898465,,False,https://www.sec.gov/Archives/edgar/data/2071525/000121390026082909/ea0289318-02_ncsr.htm,,,Pre-IPO & Growth Fund  (CIK 0002071525),0002071525,0001213900-26-082909,N-CSR,2026-07-29,2026-03-31
Databricks,"MCTC Investments Holdings (Delaware) LLC (invested in Databricks, Inc.",12/15/25,12/15/25,1,10750086.0,10000080.0,-6.976744186046513,,False,https://www.sec.gov/Archives/edgar/data/1843974/000121390026025304/ea0276106-01_ncsr.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001213900-26-025304,N-CSR,2026-03-10,2025-12-31
Databricks,"ODMD,  LLC (economic exposure to Databricks, Inc. and Space Exploratio",2/24/2025,2/24/2025,1,18566233.0,44555535.0,139.9815568403133,,False,https://www.sec.gov/Archives/edgar/data/2052053/000121390026066274/ea0293124-01_ncsrs.htm,,,Powerlaw Corp.  (PWRL)  (CIK 0002052053),0002052053,0001213900-26-066274,N-CSRS,2026-06-08,2026-03-31
Databricks,"Syon Capital DB, LP - Investment Class 2 (economic exposure to Databri",1/16/2025,1/16/2025,1,6301737.0,9992673.0,58.57013709077354,,False,https://www.sec.gov/Archives/edgar/data/2052053/000121390025123946/ea0269626-01_ncsr.htm,,,Powerlaw Corp.  (PWRL)  (CIK 0002052053),0002052053,0001213900-25-123946,N-CSR,2025-12-19,2025-09-30
Databricks,"Windom  Ventures, LLC (economic exposure to Databricks, Inc. and Kalsh",12/4/2025,12/4/2025,1,13390269.0,16829151.0,25.68194858520019,,False,https://www.sec.gov/Archives/edgar/data/2052053/000121390026066274/ea0293124-01_ncsrs.htm,,,Powerlaw Corp.  (PWRL)  (CIK 0002052053),0002052053,0001213900-26-066274,N-CSRS,2026-06-08,2026-03-31
Discord,Discord  Inc.*(a)(b),11/14/22,11/14/22,1,360000.0,254419.0,-29.328055555555554,960.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000101376223002458/ea160399_ncsr.htm,375.0,265.01979166666666,Ark Venture Fund  (CIK 0001905088),0001905088,0001013762-23-002458,N-CSR,2023-10-06,2023-07-31
Discord,Discord Inc.*(a)(b),11/14/22,11/14/22,1,658600.0,647508.0,-1.6841785605830495,2220.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390024029849/ea0200726-01_ncsrs.htm,296.6666666666667,291.6702702702703,Ark Venture Fund  (CIK 0001905088),0001905088,0001213900-24-029849,N-CSRS,2024-04-03,2024-01-31
Discord,Discord Inc.*(a)(b),11/14/22,11/14/22,1,2723641.0,2606463.0,-4.302255693756996,11744.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390024086293/ea0212303-01_ncsr.htm,231.91766008174386,221.93996934604905,ARK Venture Fund  (CIK 0001905088),0001905088,0001213900-24-086293,N-CSR,2024-10-08,2024-07-31
Discord,Discord Inc.*(a)(b),11/14/22,11/14/22,1,2723641.0,2952442.0,8.400556461002019,11744.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390025029197/ea0233699-01_ncsrs.htm,231.91766008174386,251.4000340599455,ARK Venture Fund  (CIK 0001905088),0001905088,0001213900-25-029197,N-CSRS,2025-04-07,2025-01-31
Discord,Discord Inc.*(a)(b),11/14/22,11/14/22,1,3241121.0,3553420.0,9.635524252257177,13667.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390025097285/ea0254858-01_ncsr.htm,237.14941098997585,260.0,ARK Venture Fund  (CIK 0001905088),0001905088,0001213900-25-097285,N-CSR,2025-10-08,2025-07-31
Discord,Discord Inc.*(a)(b),11/14/22,11/14/22,1,4371120.0,5105763.0,16.80674518201284,17667.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390026041819/ea0279145-01_ncsrs.htm,247.41721854304635,289.0,ARK Venture Fund  (CIK 0001905088),0001905088,0001213900-26-041819,N-CSRS,2026-04-09,2026-01-31
Discord,"Discord, Inc.",03/01/2022,03/01/2022,1,724942.0,240525.0,-66.82148364972646,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834424017567/fp0089609-2_ncsrs.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-24-017567,N-CSRS,2024-09-06,2024-06-30
Discord,"Discord, Inc.",03/01/2022,03/01/2022,1,724942.0,293975.0,-59.44848001633234,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834424005739/fp0087134-2_ncsr.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-24-005739,N-CSR,2024-03-08,2023-12-31
Discord,"Discord, Inc.",03/01/22,03/01/22,1,724942.0,296156.0,-59.1476283619931,,False,https://www.sec.gov/Archives/edgar/data/1843974/000121390026025304/ea0276106-01_ncsr.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001213900-26-025304,N-CSR,2026-03-10,2025-12-31
Discord,"Discord, Inc.",3/1/2022,3/1/2022,1,724942.0,240525.0,-66.82148364972646,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834425011504/fp0093574-2_ncsrsa.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-25-011504,N-CSRS,2025-06-06,2024-06-30
Discord,"Discord, Inc.",3/1/2022,3/1/2022,1,724942.0,244438.0,-66.28171633040988,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834425005937/fp0092321-2_ncsrixbrl.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-25-005937,N-CSR,2025-03-25,2024-12-31
Discord,"Discord, Inc.",3/1/2022,3/1/2022,1,724942.0,254925.0,-64.83511784391027,,False,https://www.sec.gov/Archives/edgar/data/1843974/000121390025084014/ea0251788-01_ncsrs.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001213900-25-084014,N-CSRS,2025-09-03,2025-06-30
Discord,"Discord, Inc.",3/1/2022,3/1/2022,1,724942.0,293975.0,-59.44848001633234,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834425009943/fp0093529-1_ncsraixbrl.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-25-009943,N-CSR,2025-05-21,2023-12-31
Discord,"Discord, Inc.",3/1/2022,3/1/2022,1,724942.0,293975.0,-59.44848001633234,,False,https://www.sec.gov/Archives/edgar/data/1843974/000157587223001423/dti-20230630.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001575872-23-001423,N-CSRS,2023-09-07,2023-06-30
Discord,"Discord, Inc.",3/1/2022,3/1/2022,1,724942.0,501361.0,-30.84122591876316,,False,https://www.sec.gov/Archives/edgar/data/1843974/000089418923001091/destiny-ncsrs.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0000894189-23-001091,N-CSRS,2023-02-10,2022-06-30
Discord,"Discord, Inc. - Series G Preferred Stock",03/01/2022,03/01/2022,1,889055.0,294975.0,-66.82151272980862,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834424017567/fp0089609-2_ncsrs.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-24-017567,N-CSRS,2024-09-06,2024-06-30
Discord,"Discord, Inc. - Series G Preferred Stock",03/01/2022,03/01/2022,1,889055.0,360525.0,-59.44851555865498,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834424005739/fp0087134-2_ncsr.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-24-005739,N-CSR,2024-03-08,2023-12-31
Discord,"Discord, Inc. - Series G Preferred Stock",3/1/2022,3/1/2022,1,889055.0,294975.0,-66.82151272980862,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834425011504/fp0093574-2_ncsrsa.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-25-011504,N-CSRS,2025-06-06,2024-06-30
Discord,"Discord, Inc. - Series G Preferred Stock",3/1/2022,3/1/2022,1,889055.0,299773.0,-66.2818385814151,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834425005937/fp0092321-2_ncsrixbrl.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-25-005937,N-CSR,2025-03-25,2024-12-31
Discord,"Discord, Inc. - Series G Preferred Stock",3/1/2022,3/1/2022,1,889055.0,360525.0,-59.44851555865498,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834425009943/fp0093529-1_ncsraixbrl.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-25-009943,N-CSR,2025-05-21,2023-12-31
Discord,"Discord, Inc. - Series G Preferred Stock",3/1/2022,3/1/2022,1,889055.0,360525.0,-59.44851555865498,,False,https://www.sec.gov/Archives/edgar/data/1843974/000157587223001423/dti-20230630.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001575872-23-001423,N-CSRS,2023-09-07,2023-06-30
Discord,"Discord, Inc. - Series G Preferred Stock",3/1/2022,3/1/2022,1,889055.0,614859.0,-30.84128653457885,,False,https://www.sec.gov/Archives/edgar/data/1843974/000089418923001091/destiny-ncsrs.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0000894189-23-001091,N-CSRS,2023-02-10,2022-06-30
Discord,"Discord, Inc. - Series G Preferred Stock",03/01/22,03/01/22,1,889055.0,363199.0,-59.147746764823324,,False,https://www.sec.gov/Archives/edgar/data/1843974/000121390026025304/ea0276106-01_ncsr.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001213900-26-025304,N-CSR,2026-03-10,2025-12-31
Discord,"Discord, Inc. - Series G Preferred Stock",3/1/2022,3/1/2022,1,889055.0,312634.0,-64.8352464133265,,False,https://www.sec.gov/Archives/edgar/data/1843974/000121390025084014/ea0251788-01_ncsrs.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001213900-25-084014,N-CSRS,2025-09-03,2025-06-30
Discord,"Discord, Inc.*(a)(b)",11/14/22,11/14/22,1,360000.0,264000.0,-26.66666666666667,960.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000110465923040211/tm237653d4_ncsrs.htm,375.0,275.0,Ark Venture Fund  (CIK 0001905088),0001905088,0001104659-23-040211,N-CSRS,2023-03-31,2023-01-31
Discord,"Discord, Inc., Series A*(a)(b)",12/30/25,12/30/25,1,1027735.0,1000229.0,-2.6763708543544817,3461.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390026041819/ea0279145-01_ncsrs.htm,296.94741404218433,289.0,ARK Venture Fund  (CIK 0001905088),0001905088,0001213900-26-041819,N-CSRS,2026-04-09,2026-01-31
Epic Games,"Epic Games Inc., Private Placement",6/18/2020,6/18/2020,1,1665200.0,1665200.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/1688680/000110465920119866/tm2032577d2_ncsrs.htm,,,Brinker Capital Destinations Trust  (CIK 0001688680),0001688680,0001104659-20-119866,N-CSRS,2020-10-30,2020-08-31
Epic Games,"Epic Games, Inc.",06/18/20,06/18/20,1,4310738.0,3524602.0,-18.23669172192789,7488.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312524060398/d30203dncsr.htm,575.6861645299145,470.7000534188034,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-24-060398,N-CSR,2024-03-06,2023-12-31
Epic Games,"Epic Games, Inc.",06/18/20,06/18/20,1,4310738.0,3872344.0,-10.16981315032368,7488.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312525196826/d39713dncsrs.htm,575.6861645299145,517.1399572649573,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-25-196826,N-CSRS,2025-09-05,2025-06-30
Epic Games,"Epic Games, Inc.",06/18/20,06/18/20,1,4310738.0,3872344.0,-10.16981315032368,7488.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312526095939/d31699dncsr.htm,575.6861645299145,517.1399572649573,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-26-095939,N-CSR,2026-03-06,2025-12-31
Epic Games,"Epic Games, Inc.",06/18/20,06/18/20,1,4310738.0,4516761.0,4.7792976515854235,7488.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312524214985/d836915dncsrs.htm,575.6861645299145,603.1999198717949,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-24-214985,N-CSRS,2024-09-06,2024-06-30
Epic Games,"Epic Games, Inc.",06/18/20,06/18/20,1,4310738.0,4770680.0,10.669681154363818,7488.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312525049358/d851312dncsr.htm,575.6861645299145,637.1100427350427,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-25-049358,N-CSR,2025-03-07,2024-12-31
Epic Games,"Epic Games, Inc.",06/18/20,06/18/20,1,4519500.0,4519500.0,0.0,7860.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312520239710/d945293dncsrs.htm,575.0,575.0,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-20-239710,N-CSRS,2020-09-04,2020-06-30
Epic Games,"Epic Games, Inc.",06/18/20,06/18/20,1,4519500.0,4519500.0,0.0,7860.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312521071374/d61765dncsr.htm,575.0,575.0,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-21-071374,N-CSR,2021-03-05,2020-12-31
Epic Games,"Epic Games, Inc.",06/18/20,06/18/20,1,4519500.0,5406344.0,19.622613120920462,7860.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312523061284/d400324dncsr.htm,575.0,687.8300254452927,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-23-061284,N-CSR,2023-03-06,2022-12-31
Epic Games,"Epic Games, Inc.",06/18/20,06/18/20,1,4519500.0,6956100.0,53.91304347826087,7860.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312521263183/d192730dncsrs.htm,575.0,885.0,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-21-263183,N-CSRS,2021-09-01,2021-06-30
Epic Games,"Epic Games, Inc.",06/18/20,06/18/20,1,4519500.0,7309800.0,61.73913043478261,7860.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312522238676/d354319dncsrs.htm,575.0,930.0,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-22-238676,N-CSRS,2022-09-06,2022-06-30
Epic Games,"Epic Games, Inc.",06/18/20,06/18/20,1,4519500.0,7558255.0,67.23653058966701,7860.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312522065694/d901546dncsr.htm,575.0,961.6100508905853,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-22-065694,N-CSR,2022-03-04,2021-12-31
